transaction_date,branch_name,region,branch_size,product_category,total_revenue_sar,number_of_transactions,average_basket_sar,payment_method,customer_satisfaction_score
11-03-2026,Madinah Central,Madinah,Small,Fresh Produce,2142.63,50,42.85,Cash,3.5
03-04-2024,Bisha,Asir,Medium,Household,11736.25,115,,Visa,3.9
13-09-2025,Khamis Mushait,Asir,Small,Baby Products,3870.0,50,77.4,Apple Pay,3.7
11-04-2024,Riyadh East,Riyadh,Large,Fresh Produce,9070.72,96,94.49,Mada,3.6
25-07-2025,Madinah Central,Madinah,Small,Clothing,3642.88,50,72.86,Cash,4.0
25-12-2025,Al Wajh,Tabuk,Medium,Household,7663.61,69,111.07,Mada,3.3
28-11-2024,Al Aziziyah,Makkah,Large,Dairy,9689.34,103,94.07,Tabby,4.9
25-05-2024,Jeddah North,Makkah,XLarge,Cleaning Supplies,25484.04,327,77.93,Visa,3.7
16-09-2024,Al Khobar,Eastern Province,Large,Meat & Poultry,14163.66,154,91.97,Apple Pay,3.2
01-07-2024,Jeddah East,Makkah,Large,Meat & Poultry,11579.54,86,134.65,Mada,3.5
04-08-2024,Qatif,Eastern Province,XLarge,Electronics,29466.32,216,136.42,Apple Pay,3.6
09-03-2024,Madinah North,Madinah,Large,Fresh Produce,18162.58,165,110.08,Mada,3.3
09-10-2024,Al Bahah Central,Al Bahah,Small,Bakery,1526.17,50,30.52,Mada,4.2
30-10-2025,Hittin,Riyadh,XLarge,Fresh Produce,19013.03,244,77.92,Cash,3.2
27-06-2024,Khamis Mushait,Asir,Small,Electronics,2877.19,50,57.54,Mastercard,3.7
03-11-2025,Najran Central,Najran,Medium,Electronics,6935.32,58,119.57,Apple Pay,
05-01-2025,Riyadh East,Riyadh,Large,Household,12816.92,143,89.63,STC Pay,3.6
07-01-2026,Al Wajh,Tabuk,Medium,Electronics,,50,119.67,Mastercard,3.5
14-03-2025,Qatif,Eastern Province,XLarge,Household,31494.41,336,93.73,Visa,3.2
06-04-2025,Jubail,Eastern Province,Large,Meat & Poultry,20230.15,160,126.44,Mada,4.6
10-04-2026,Riyadh Central,Riyadh,Large,Bakery,9966.68,129,77.26,Mada,4.4
08-04-2024,Al Bahah Central,Al Bahah,Small,Clothing,3740.85,50,74.82,Cash,3.7
08-08-2025,Al Aziziyah,Makkah,Large,Toys,10704.05,130,82.34,Visa,3.3
19-02-2025,Arar Central,Northern Borders,Small,Baby Products,,50,34.93,Cash,3.7
17-05-2025,Al Wajh,Tabuk,Medium,Bakery,7163.61,106,67.58,Tamara,4.0
22-11-2025,Khamis Mushait,Asir,Small,Beverages,3940.08,50,78.8,Visa,4.0
01-07-2025,Buraidah Central,Qassim,Medium,Clothing,6099.62,51,119.6,Mada,3.6
26-07-2024,Dhahran,Eastern Province,XLarge,Fresh Produce,15490.55,190,81.53,Mada,3.8
01-02-2024,Al Aziziyah,Makkah,Large,Clothing,14621.22,141,103.7,Visa,3.9
11-06-2024,Riyadh East,Riyadh,Large,Electronics,9808.74,85,115.4,Apple Pay,4.0
06-04-2026,Al Bahah Central,Al Bahah,Small,Baby Products,2735.98,50,54.72,Mada,4.0
02-01-2024,Riyadh South,Riyadh,Large,Baby Products,8470.89,79,107.23,Mada,3.6
12-11-2025,Unaizah,Qassim,Small,Beverages,2624.1,50,52.48,Mada,3.3
05-03-2025,Al Malaz,Riyadh,Large,Meat & Poultry,21082.83,179,117.78,Mastercard,3.9
20-09-2024,Riyadh East,Riyadh,Large,Electronics,,157,135.74,Mada,3.7
25-08-2025,Riyadh East,Riyadh,Large,,11440.08,111,103.06,Visa,3.4
27-03-2025,Arar Central,Northern Borders,Small,Cleaning Supplies,2387.19,50,47.74,Mada,3.2
29-07-2024,Jubail,Eastern Province,Large,Meat & Poultry,7800.22,69,,Cash,3.6
24-12-2024,Abha Central,Asir,Small,Household,2187.45,50,43.75,Mastercard,3.3
23-05-2026,Al Malaz,Riyadh,Large,Dairy,,139,79.46,Apple Pay,3.9
18-09-2025,Qatif,Eastern Province,XLarge,Cleaning Supplies,14322.18,177,80.92,Mada,3.9
26-10-2024,Al Anbariyah,Madinah,Large,Dairy,15345.89,173,88.7,Cash,4.1
18-09-2025,Dhahran,Eastern Province,XLarge,Household,15517.71,161,96.38,Mada,3.4
09-10-2024,Al Anbariyah,Madinah,,Dairy,9420.43,121,77.85,Mada,3.3
27-09-2024,Tabuk Central,Tabuk,Medium,Frozen Foods,4611.36,59,78.16,Mastercard,3.9
27-05-2025,Qatif,Eastern Province,XLarge,Personal Care,15583.32,162,96.19,STC Pay,4.3
19-10-2025,Unaizah,Qassim,Small,Household,4108.28,50,82.17,Mada,3.6
17-02-2026,Riyadh Central,Riyadh,Large,Fresh Produce,8848.67,105,84.27,Cash,4.0
18-02-2026,Najran Central,Najran,,Dairy,3008.7,50,60.17,Visa,4.0
14-01-2025,Tabuk Central,Tabuk,Medium,Snacks & Confectionery,3846.48,50,76.93,Apple Pay,4.3
07-09-2024,Riyadh East,Riyadh,Large,Dairy,9520.41,122,78.04,Apple Pay,3.7
03-08-2025,Madinah Central,Madinah,Small,Electronics,3211.14,50,64.22,STC Pay,3.7
19-05-2024,Al Olaya,Riyadh,Large,Bakery,12243.6,187,65.47,Mada,3.5
13-07-2024,Bisha,Asir,Medium,Meat & Poultry,7639.15,74,103.23,Mada,4.0
22-07-2025,Riyadh Central,Riyadh,Large,Baby Products,12565.17,99,126.92,Visa,3.8
19-07-2025,Abha Central,Asir,Small,Bakery,2270.6,50,,Mada,3.7
15-03-2024,Al Malaz,Riyadh,Large,Household,17823.52,169,105.46,STC Pay,3.7
10-06-2024,Tabuk Central,Tabuk,Medium,Frozen Foods,5101.64,50,102.03,Mada,4.0
13-04-2025,Dhahran,Eastern Province,XLarge,Dairy,21864.37,241,90.72,Cash,3.8
31-05-2025,Tabuk Central,Tabuk,Medium,Clothing,10245.65,94,109.0,Apple Pay,4.4
01-05-2026,Unaizah,Qassim,Small,Household,2229.9,50,44.6,STC Pay,3.4
05-08-2025,Jeddah North,Makkah,XLarge,Meat & Poultry,22497.01,211,106.62,Cash,4.6
24-10-2025,Al Malaz,Riyadh,Large,,13345.03,181,73.73,Cash,3.7
31-07-2024,Dhahran,Eastern Province,,Electronics,26109.37,179,145.86,Apple Pay,5.0
18-02-2024,Abha Central,Asir,Small,Snacks & Confectionery,2066.04,50,41.32,Mada,3.4
17-01-2026,Qatif,Eastern Province,XLarge,,24602.15,272,90.45,Mada,4.2
05-06-2024,Buraidah Central,Qassim,Medium,Bakery,3983.93,50,79.68,Cash,2.8
28-07-2024,Al Rawdah,Makkah,Large,Bakery,12405.03,,84.97,Mada,4.5
27-03-2025,Arar Central,Northern Borders,Small,Toys,,50,57.69,Mada,2.7
24-03-2025,Riyadh Central,Riyadh,Large,Fresh Produce,16587.89,182,91.14,Visa,4.1
12-09-2024,Jubail,Eastern Province,Large,Electronics,17927.64,125,143.42,Mada,4.7
24-08-2024,Jeddah East,Makkah,Large,Household,17268.13,155,111.41,Mada,4.1
30-01-2024,Madinah North,Madinah,Large,Toys,8054.01,100,80.54,Cash,4.0
29-03-2026,Riyadh West,Riyadh,Large,Frozen Foods,14416.1,196,73.55,Apple Pay,4.0
10-04-2025,Al Malaz,Riyadh,Large,,,162,98.68,Cash,4.2
13-04-2026,Hail Central,Hail,Small,Meat & Poultry,3689.95,50,73.8,Mastercard,3.7
18-04-2025,Unaizah,Qassim,Small,Baby Products,4448.65,50,88.97,Mada,3.3
27-02-2025,Al Anbariyah,Madinah,Large,Frozen Foods,7094.63,,85.48,Apple Pay,
21-02-2024,Al Anbariyah,Madinah,Large,Clothing,10459.69,81,129.13,,3.1
06-10-2025,Najran Central,Najran,Medium,Household,4453.14,52,85.64,Mada,4.1
05-09-2025,Jubail,Eastern Province,Large,Baby Products,10876.35,115,94.58,Mada,3.4
03-06-2025,Al Anbariyah,Madinah,Large,Fresh Produce,9551.67,95,100.54,Mada,4.1
07-04-2025,Al Aziziyah,Makkah,Large,Baby Products,13311.82,141,94.41,Cash,4.8
27-06-2025,Hittin,Riyadh,,Household,20738.07,185,112.1,Mada,4.6
06-04-2026,Tabuk Central,Tabuk,Medium,Personal Care,7296.67,82,88.98,STC Pay,4.2
24-04-2026,Riyadh South,Riyadh,Large,Toys,15548.93,,84.97,STC Pay,3.5
26-12-2024,Jeddah North,Makkah,XLarge,Baby Products,18513.75,184,100.62,Mastercard,4.2
20-05-2025,Hittin,Riyadh,XLarge,Fresh Produce,12130.39,156,77.76,STC Pay,4.3
12-09-2024,Al Anbariyah,Madinah,Large,Beverages,8207.16,83,98.88,Mada,3.7
29-06-2024,Khamis Mushait,Asir,Small,Dairy,2481.29,50,49.63,Visa,3.8
20-05-2026,Khamis Mushait,Asir,Small,Cleaning Supplies,2270.95,50,45.42,Cash,3.3
28-10-2024,Al Khobar,Eastern Province,Large,Cleaning Supplies,7440.52,,68.89,Mada,3.7
26-05-2025,Buraidah Central,Qassim,Medium,Personal Care,4739.53,50,94.79,Mada,4.0
20-09-2025,Abha Central,Asir,Small,,3566.26,50,71.33,Cash,3.6
13-07-2024,Jubail,Eastern Province,Large,Beverages,14575.5,154,94.65,Mastercard,4.0
12-06-2024,Al Rawdah,Makkah,Large,Personal Care,11412.16,111,102.81,Mada,4.2
08-04-2025,Jeddah East,Makkah,Large,Beverages,13160.22,173,76.07,Mada,3.7
23-03-2024,Tabuk Central,Tabuk,Medium,Meat & Poultry,16783.24,127,132.15,Apple Pay,4.0
29-01-2024,Makkah City,Makkah,Large,Personal Care,9932.17,122,81.41,Mada,3.8
11-08-2024,Tabuk Central,Tabuk,Medium,Personal Care,5233.08,51,102.61,Mastercard,4.0
26-08-2024,Bisha,Asir,Medium,Beverages,4076.0,52,,Mada,3.2
11-11-2025,Al Khobar,Eastern Province,Large,Fresh Produce,11893.61,128,92.92,Cash,4.2
30-09-2025,Al Anbariyah,Madinah,Large,Clothing,12195.16,108,112.92,Cash,3.9
17-02-2026,Unaizah,Qassim,Small,Electronics,3344.78,50,66.9,Apple Pay,
22-12-2025,Madinah Central,Madinah,Small,Electronics,4136.03,50,82.72,Mada,4.2
11-03-2026,Jeddah East,Makkah,Large,Frozen Foods,7683.48,87,88.32,STC Pay,4.6
29-12-2025,Hittin,Riyadh,XLarge,Fresh Produce,16800.92,,92.82,Mada,3.6
16-04-2024,Riyadh Central,Riyadh,Large,Fresh Produce,12972.59,134,96.81,Visa,3.8
02-02-2025,Riyadh South,Riyadh,Large,Dairy,,103,93.8,Apple Pay,4.5
06-08-2025,Jeddah East,Makkah,Large,Cleaning Supplies,9806.84,125,78.45,Visa,3.8
07-09-2024,Najran Central,Najran,Medium,Household,9781.15,108,90.57,Tabby,3.6
05-02-2026,Bisha,Asir,Medium,Frozen Foods,4157.47,,83.15,Mastercard,3.6
30-10-2024,Al Rawdah,Makkah,Large,Fresh Produce,11035.58,105,105.1,STC Pay,3.9
06-07-2024,Al Aziziyah,Makkah,Large,Toys,10453.65,90,116.15,Mada,3.6
28-06-2025,Al Anbariyah,Madinah,Large,Baby Products,12938.85,112,115.53,Mada,3.0
02-04-2024,Hittin,Riyadh,XLarge,Personal Care,29357.04,266,110.36,Apple Pay,3.9
12-08-2025,Dammam Central,Eastern Province,Large,Fresh Produce,9917.91,95,104.4,Mastercard,4.2
12-08-2024,Riyadh South,Riyadh,Large,,9860.3,93,106.02,Mastercard,4.1
24-12-2025,Jeddah South,Makkah,Large,Electronics,11791.52,106,111.24,Mastercard,3.5
12-07-2024,Bisha,Asir,Medium,Electronics,10151.55,82,123.8,Mada,3.7
03-10-2024,Jeddah East,Makkah,Large,Household,10291.62,92,111.87,Mastercard,
03-03-2025,Jeddah South,Makkah,Large,Personal Care,17403.32,194,89.71,Visa,
02-03-2024,Riyadh South,Riyadh,Large,Household,16506.18,160,103.16,Apple Pay,3.8
30-06-2024,Madinah Central,Madinah,Small,Baby Products,3824.45,50,76.49,STC Pay,2.7
20-11-2025,Khamis Mushait,Asir,Small,Baby Products,3465.21,50,69.3,Mada,3.7
12-10-2025,Qatif,Eastern Province,XLarge,Clothing,24534.12,216,113.58,Apple Pay,
30-06-2024,Bisha,Asir,Medium,Fresh Produce,5884.9,63,,Mada,3.8
13-07-2024,Riyadh West,Riyadh,Large,Household,12103.19,,116.38,STC Pay,3.8
11-04-2024,Jeddah North,Makkah,XLarge,Snacks & Confectionery,20942.6,279,75.06,Mada,4.4
25-06-2025,Riyadh West,Riyadh,Large,Toys,9087.73,105,86.55,STC Pay,3.5
19-02-2025,Riyadh North,Riyadh,Large,Beverages,10233.14,114,89.76,Mastercard,3.3
25-04-2026,Abha Central,Asir,Small,Electronics,6009.69,53,113.39,Visa,3.9
26-05-2026,Al Olaya,Riyadh,,Dairy,8659.43,119,72.77,Visa,
29-04-2024,Tabuk Central,Tabuk,Medium,Household,6140.53,51,120.4,Tabby,3.9
16-08-2025,Tabuk Central,Tabuk,Medium,Clothing,10789.68,95,113.58,Mada,3.7
03-01-2026,Riyadh North,Riyadh,Large,Fresh Produce,16187.1,171,94.66,Mada,3.6
30-06-2025,Bisha,Asir,Medium,Fresh Produce,3971.79,50,79.44,Visa,4.1
11-11-2024,Al Rawdah,Makkah,Large,Personal Care,11287.38,137,82.39,Mada,4.0
16-08-2024,Jubail,Eastern Province,Large,Clothing,15849.22,144,110.06,Cash,3.5
16-08-2025,Makkah City,Makkah,Large,Electronics,23806.56,166,143.41,Mada,3.9
09-03-2025,Tabuk Central,Tabuk,Medium,Baby Products,12884.67,101,127.57,Mada,3.5
20-07-2025,Riyadh Central,Riyadh,Large,Beverages,13457.1,170,79.16,Mada,3.5
03-12-2025,Hafuf,Eastern Province,,Personal Care,6429.24,65,98.91,Cash,3.1
17-05-2026,Al Jawf Central,Al Jawf,Small,Meat & Poultry,3191.6,50,63.83,Apple Pay,3.6
07-10-2025,Buraidah Central,Qassim,Medium,Meat & Poultry,5725.48,53,108.03,,4.1
29-01-2024,Unaizah,Qassim,Small,Dairy,1543.29,50,30.87,Mada,3.8
05-04-2026,Al Jawf Central,Al Jawf,Small,Electronics,5028.27,50,100.57,Cash,3.7
22-05-2024,Bisha,Asir,Medium,Electronics,8527.31,62,137.54,Visa,3.7
19-01-2024,Riyadh South,Riyadh,Large,Fresh Produce,13902.32,156,89.12,Mada,3.1
23-07-2025,Riyadh Central,Riyadh,Large,Personal Care,,104,108.76,Mastercard,3.7
03-12-2024,Riyadh East,Riyadh,Large,Clothing,13786.18,121,113.94,Mada,3.4
20-07-2025,Al Olaya,Riyadh,Large,Baby Products,13259.13,112,118.39,Cash,3.5
18-03-2026,Hail Central,Hail,Small,Electronics,3124.67,50,62.49,Cash,
14-04-2024,Bisha,Asir,Medium,Snacks & Confectionery,7938.63,100,79.39,Visa,4.1
01-01-2025,Riyadh North,Riyadh,Large,Fresh Produce,8645.97,86,100.53,Visa,4.3
18-03-2025,Al Khobar,Eastern Province,,Electronics,20256.37,172,,STC Pay,2.8
31-10-2025,Riyadh North,Riyadh,Large,Beverages,9759.99,110,88.73,Visa,4.0
13-03-2025,Al Rawdah,Makkah,Large,Toys,15306.05,131,116.84,Mada,3.8
06-11-2024,Al Khobar,Eastern Province,Large,Bakery,11021.57,152,72.51,STC Pay,
08-03-2025,Qatif,Eastern Province,XLarge,,33899.32,489,69.32,Mada,4.2
09-02-2024,Dhahran,Eastern Province,,Frozen Foods,17447.4,168,103.85,Mada,3.7
20-05-2024,Najran Central,Najran,Medium,Beverages,3803.14,50,76.06,STC Pay,4.2
07-05-2024,Jeddah East,Makkah,Large,Meat & Poultry,11640.0,93,125.16,Visa,3.6
21-09-2024,Riyadh North,Riyadh,Large,Beverages,13714.12,154,89.05,Visa,3.4
16-01-2025,Jubail,Eastern Province,Large,Personal Care,10788.0,105,102.74,Cash,3.9
16-11-2024,Madinah Central,Madinah,Small,Snacks & Confectionery,2446.31,50,48.93,Mada,3.3
11-08-2024,Hafuf,Eastern Province,Medium,Toys,5454.9,65,83.92,Visa,4.1
05-11-2025,Makkah City,Makkah,Large,Fresh Produce,8853.0,112,79.04,STC Pay,3.8
30-08-2024,Najran Central,Najran,Medium,Clothing,9481.04,86,110.24,Mada,4.2
19-10-2025,Unaizah,Qassim,Small,Bakery,2756.43,50,55.13,Mada,4.2
21-07-2025,Jubail,Eastern Province,Large,Fresh Produce,7624.72,90,84.72,Mada,3.9
13-04-2024,Jubail,Eastern Province,Large,Baby Products,19316.01,171,112.96,Mada,3.6
04-04-2025,Al Malaz,Riyadh,Large,Meat & Poultry,13930.83,103,135.25,Apple Pay,4.1
21-09-2024,Al Malaz,Riyadh,Large,Dairy,12556.28,155,81.01,Apple Pay,3.9
31-12-2024,Al Rawdah,Makkah,Large,Dairy,11096.45,159,69.79,Mastercard,4.0
01-05-2024,Arar Central,Northern Borders,Small,Dairy,1725.55,50,,Visa,3.3
23-09-2024,Al Aziziyah,Makkah,Large,Cleaning Supplies,7032.37,79,89.02,Mada,3.3
18-07-2024,Madinah Central,Madinah,Small,Bakery,1430.99,50,28.62,Apple Pay,3.6
02-09-2024,Al Aziziyah,Makkah,Large,Household,11939.91,124,96.29,Mada,4.2
01-07-2025,Al Jawf Central,Al Jawf,Small,Snacks & Confectionery,2193.95,50,43.88,Mada,3.4
06-05-2025,Jeddah East,Makkah,Large,Fresh Produce,9206.52,93,98.99,,4.0
04-07-2024,Jubail,Eastern Province,Large,Toys,7916.32,80,98.95,Apple Pay,4.4
01-12-2024,Al Rawdah,Makkah,Large,Beverages,16406.55,216,75.96,Visa,4.2
30-12-2024,Al Olaya,Riyadh,Large,Beverages,9535.25,102,93.48,Apple Pay,4.1
30-03-2024,Al Bahah Central,Al Bahah,Small,Beverages,5378.04,60,89.63,Mada,3.8
13-11-2024,Riyadh West,Riyadh,Large,Snacks & Confectionery,8272.6,86,96.19,Visa,3.3
20-01-2025,Al Anbariyah,Madinah,Large,Beverages,8776.51,122,71.94,Mada,3.4
07-12-2025,Riyadh North,Riyadh,Large,Electronics,16794.41,134,125.33,Mada,3.5
14-08-2025,Madinah Central,Madinah,Small,Cleaning Supplies,1425.41,50,28.51,Mastercard,3.5
07-07-2025,Al Malaz,Riyadh,Large,Clothing,11299.16,90,125.55,Mada,4.0
03-02-2025,Al Khobar,Eastern Province,Large,Baby Products,8455.81,89,95.01,Mada,3.8
19-08-2025,Arar Central,Northern Borders,Small,Fresh Produce,1913.89,50,38.28,Mada,2.7
02-12-2024,Al Bahah Central,Al Bahah,Small,Personal Care,2722.26,50,54.45,Cash,3.4
02-07-2024,Riyadh South,Riyadh,Large,Beverages,6654.87,80,83.19,Mastercard,3.8
19-04-2026,Riyadh West,Riyadh,Large,Household,14449.97,126,114.68,Visa,4.3
15-01-2024,Arar Central,Northern Borders,Small,Frozen Foods,2386.53,50,47.73,STC Pay,2.9
02-12-2024,Al Anbariyah,Madinah,Large,Frozen Foods,12002.53,152,78.96,Mada,3.0
04-02-2025,Buraidah Central,Qassim,Medium,Fresh Produce,5517.6,53,104.11,Mada,3.8
02-08-2024,Riyadh North,Riyadh,Large,Meat & Poultry,,129,113.09,Visa,3.9
04-05-2026,Al Bahah Central,Al Bahah,,Dairy,1802.47,50,36.05,Visa,3.1
25-01-2026,Riyadh North,Riyadh,Large,Clothing,18914.97,188,100.61,Apple Pay,3.1
31-03-2025,Al Olaya,Riyadh,Large,Electronics,13636.5,97,140.58,Visa,3.5
09-03-2025,Al Wajh,Tabuk,Medium,Bakery,9179.48,136,67.5,Cash,4.0
05-07-2025,Al Jawf Central,Al Jawf,Small,Frozen Foods,3389.55,50,67.79,Mastercard,3.3
18-07-2024,Jubail,Eastern Province,Large,Meat & Poultry,9192.85,91,101.02,Cash,3.2
11-01-2024,Al Malaz,Riyadh,Large,Snacks & Confectionery,7656.05,79,96.91,Visa,3.5
10-11-2024,Najran Central,Najran,Medium,Snacks & Confectionery,5573.82,63,88.47,Mada,3.3
01-12-2024,Buraidah Central,Qassim,Medium,Snacks & Confectionery,8518.78,118,72.19,Mastercard,4.0
17-10-2024,Riyadh East,Riyadh,Large,Cleaning Supplies,8444.18,99,85.29,Mastercard,3.8
14-12-2025,Qatif,Eastern Province,XLarge,Household,34134.62,301,113.4,Apple Pay,4.1
26-03-2025,Makkah City,Makkah,Large,Toys,12048.96,127,94.87,Visa,3.6
28-03-2026,Madinah North,Madinah,Large,Toys,17128.9,189,90.63,Visa,3.7
02-04-2024,Al Wajh,Tabuk,Medium,Baby Products,9180.58,,108.01,Mada,3.3
02-09-2024,Khamis Mushait,Asir,Small,Household,2429.03,50,48.58,Apple Pay,3.0
13-04-2024,Hittin,Riyadh,XLarge,Bakery,23301.44,367,63.49,Visa,3.6
27-04-2025,Madinah North,Madinah,Large,Beverages,15133.64,203,74.55,Visa,3.2
23-02-2026,Tabuk Central,Tabuk,Medium,Meat & Poultry,,50,111.84,Mada,3.9
19-09-2024,Al Anbariyah,Madinah,Large,Toys,8294.65,84,98.75,Cash,3.9
30-09-2025,Al Olaya,Riyadh,Large,Beverages,11340.71,157,72.23,Visa,3.9
23-02-2025,Dhahran,Eastern Province,XLarge,Electronics,35261.74,257,137.21,Cash,4.5
16-11-2025,Al Aziziyah,Makkah,Large,Electronics,,169,130.57,Mada,3.8
08-03-2025,Al Rawdah,Makkah,Large,Snacks & Confectionery,16199.96,226,71.68,Mada,4.3
23-11-2025,Al Anbariyah,Madinah,Large,Fresh Produce,12976.76,158,82.13,Mada,3.7
12-08-2025,Riyadh North,Riyadh,Large,Snacks & Confectionery,7809.54,92,84.89,Mada,4.1
06-08-2025,Riyadh Central,Riyadh,Large,Household,8434.21,93,90.69,Mada,3.5
23-11-2024,Dammam Central,Eastern Province,Large,Meat & Poultry,,230,96.52,Mada,3.5
04-07-2025,Qatif,Eastern Province,XLarge,Beverages,,279,74.89,Cash,4.0
05-04-2026,Al Wajh,Tabuk,Medium,Household,9486.34,80,,Cash,4.1
09-05-2026,Khamis Mushait,Asir,Small,Dairy,3304.14,50,66.08,Apple Pay,3.9
17-02-2026,Al Jawf Central,Al Jawf,Small,Electronics,2848.55,50,56.97,Visa,4.5
29-10-2025,Hail Central,Hail,Small,,3072.21,50,61.44,Mada,3.0
15-01-2024,Hail Central,Hail,Small,Fresh Produce,2337.56,50,46.75,Visa,4.0
23-12-2024,Hittin,Riyadh,XLarge,Snacks & Confectionery,13724.95,192,71.48,Tabby,4.1
23-12-2024,Makkah City,Makkah,Large,Fresh Produce,9190.97,83,110.73,Mada,4.0
26-08-2024,Jeddah South,Makkah,Large,Personal Care,11115.12,127,87.52,Mada,3.8
08-03-2024,Dammam Central,Eastern Province,Large,Toys,10182.2,106,,Visa,3.8
12-04-2024,Dammam Central,Eastern Province,Large,Fresh Produce,15370.48,161,95.47,Apple Pay,4.1
28-09-2025,Riyadh South,Riyadh,Large,Personal Care,14068.86,124,113.46,Visa,3.3
27-05-2024,Jeddah North,Makkah,XLarge,Household,18780.17,185,101.51,Visa,4.0
18-09-2024,Khamis Mushait,Asir,Small,Personal Care,2795.4,50,55.91,Mada,3.1
22-05-2025,Al Malaz,Riyadh,Large,Snacks & Confectionery,10473.72,111,94.36,Cash,4.1
25-06-2024,Al Rawdah,Makkah,Large,Fresh Produce,8154.41,102,79.95,Cash,3.3
08-11-2024,Al Aziziyah,Makkah,Large,Beverages,12048.0,152,79.26,Mada,3.6
04-04-2025,Bisha,Asir,Medium,Fresh Produce,8435.31,110,76.68,Mada,3.8
02-02-2024,Riyadh East,Riyadh,Large,Frozen Foods,11444.27,116,98.66,STC Pay,
20-07-2024,Abha Central,Asir,Small,Household,,50,64.59,Mada,3.7
11-09-2025,Najran Central,Najran,Medium,Electronics,6833.08,52,131.41,Cash,4.3
27-01-2024,Riyadh Central,Riyadh,Large,Bakery,13344.96,175,76.26,Mada,3.7
01-11-2025,Riyadh East,Riyadh,Large,Fresh Produce,15566.13,,107.35,Visa,3.7
28-04-2025,Al Jawf Central,Al Jawf,Small,Clothing,3867.86,50,77.36,Mada,3.7
03-04-2026,Riyadh North,Riyadh,Large,Dairy,15494.58,226,68.56,Apple Pay,3.8
23-04-2024,Al Bahah Central,Al Bahah,Small,Household,2994.01,50,59.88,Cash,2.9
10-04-2025,Riyadh Central,Riyadh,Large,Bakery,8890.31,97,91.65,Tabby,4.1
27-05-2026,Al Khobar,Eastern Province,Large,Cleaning Supplies,9201.1,103,89.33,Cash,3.2
16-01-2024,Bisha,Asir,Medium,Fresh Produce,3743.52,50,74.87,Mada,4.7
20-08-2025,Riyadh North,Riyadh,Large,Frozen Foods,7894.74,87,90.74,Apple Pay,4.3
19-01-2025,Jeddah East,Makkah,Large,Bakery,11319.16,131,86.41,Visa,3.7
26-04-2025,Makkah City,Makkah,Large,Clothing,21190.24,191,110.94,Mada,3.9
24-11-2025,Riyadh North,Riyadh,Large,,9434.05,101,93.41,Mada,3.6
14-05-2024,Riyadh East,Riyadh,Large,Personal Care,7488.26,66,113.46,Tabby,3.8
18-08-2025,Unaizah,Qassim,Small,Fresh Produce,2436.46,50,48.73,Visa,3.0
20-01-2026,Al Khobar,Eastern Province,Large,Household,10569.27,102,103.62,Mada,4.2
21-03-2026,Al Wajh,Tabuk,Medium,Baby Products,11014.07,112,98.34,Cash,2.3
27-05-2025,Riyadh Central,Riyadh,Large,Dairy,8107.25,91,89.09,Visa,4.1
24-03-2025,Madinah Central,Madinah,Small,Household,4146.29,50,82.93,Visa,3.2
28-03-2024,Makkah City,Makkah,Large,Electronics,21727.21,160,135.8,Mastercard,
23-04-2026,Buraidah Central,Qassim,Medium,Baby Products,8422.29,70,120.32,Visa,3.8
15-03-2026,Al Aziziyah,Makkah,Large,Bakery,,144,74.12,Visa,3.6
04-04-2025,Dammam Central,Eastern Province,Large,Electronics,26570.67,176,150.97,Mada,4.2
18-03-2025,Dammam Central,Eastern Province,Large,Toys,12668.37,107,118.4,Cash,3.7
23-07-2024,Jeddah South,Makkah,Large,,9304.38,128,72.69,Cash,4.7
01-08-2024,Riyadh Central,Riyadh,Large,Electronics,15997.74,99,161.59,Visa,3.9
11-09-2024,Khamis Mushait,Asir,Small,Frozen Foods,2505.47,50,50.11,,3.1
12-06-2025,Riyadh Central,Riyadh,Large,Frozen Foods,9099.28,106,85.84,Cash,3.5
01-05-2024,Al Anbariyah,Madinah,Large,Electronics,12622.65,100,126.23,Apple Pay,4.2
20-04-2026,Jeddah North,Makkah,XLarge,Toys,17040.9,157,108.54,Mada,4.3
02-03-2026,Unaizah,Qassim,Small,Beverages,2159.44,50,43.19,Cash,
03-11-2024,Qatif,Eastern Province,XLarge,Snacks & Confectionery,23651.11,240,98.55,Apple Pay,4.0
06-05-2025,Al Wajh,Tabuk,Medium,Meat & Poultry,7172.8,53,135.34,Cash,
10-10-2024,Al Jawf Central,Al Jawf,Small,Bakery,2247.09,50,44.94,Cash,3.2
01-04-2025,Madinah North,Madinah,Large,Fresh Produce,8819.01,112,78.74,Mada,3.5
11-12-2025,Abha Central,Asir,Small,Household,2600.23,50,52.0,Tabby,3.2
02-06-2024,Dhahran,Eastern Province,XLarge,Fresh Produce,26021.82,261,99.7,Apple Pay,4.4
19-02-2026,Jubail,Eastern Province,Large,Meat & Poultry,9672.76,71,136.24,Mada,3.8
17-10-2024,Al Anbariyah,Madinah,Large,Toys,11830.65,142,83.31,Mada,3.9
17-07-2025,Riyadh South,Riyadh,Large,Cleaning Supplies,6568.49,91,72.18,Apple Pay,3.9
03-04-2024,Unaizah,Qassim,Small,Fresh Produce,4242.46,,84.85,Mada,2.7
02-01-2024,Al Khobar,Eastern Province,Large,Cleaning Supplies,6330.36,69,91.74,Visa,4.1
12-03-2024,Al Jawf Central,Al Jawf,Small,Toys,3473.19,50,69.46,Mada,3.7
